,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,Unnamed: 0,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
32,1057,3495,78986,8745,73.3,Monson,MA,Massachusetts,42.091640000000005,-72.32431,190,745,1,8610000US01057,33977,133,2017,1057
33,1060,6563,57485,15779,540.2,Northampton,MA,Massachusetts,42.32228,-72.63129,163,12115,1,8610000US01060,527663,755,2017,1060
34,1062,4281,73438,10495,237.2,Florence,MA,Massachusetts,42.3219,-72.69279,174,1653,1,8610000US01062,68373,195,2017,1062
35,1068,679,85938,1840,35.3,Oakham,MA,Massachusetts,42.35002,-72.04606,184,66,1,8610000US01068,3572,29,2017,1068
36,1069,3630,59211,8698,116.4,Palmer,MA,Massachusetts,42.18807,-72.30555,187,3235,1,8610000US01069,151097,260,2017,1069
37,1070,272,57000,604,11.8,Plainfield,MA,Massachusetts,42.51853,-72.92390999999999,199,21,1,8610000US01070,534,9,2017,1070
38,1071,499,67132,1270,39.6,Russell,MA,Massachusetts,42.16035,-72.86,201,89,1,8610000US01071,2644,21,2017,1071
39,1072,636,72000,1536,28.4,Shutesbury,MA,Massachusetts,42.457370000000004,-72.41841,204,79,1,8610000US01072,1955,21,2017,1072
40,1073,2422,89423,6140,79.4,Southampton,MA,Massachusetts,42.23083,-72.73857,207,1117,1,8610000US01073,36613,134,2017,1073
41,1074,134,61603,548,1448.3,South Barre,MA,Massachusetts,42.38661,-72.09427,213,55,1,8610000US01074,2317,8,2017,1074
42,1075,6745,66681,17763,382.0,South Hadley,MA,Massachusetts,42.25674,-72.57923000000001,215,4623,1,8610000US01075,157337,310,2017,1075
43,1077,3750,76737,9727,119.0,Southwick,MA,Massachusetts,42.05437,-72.77851,221,2123,1,8610000US01077,80967,222,2017,1077
44,1079,256,27105,658,237.5,Thorndike,MA,Massachusetts,42.19437,-72.33014,228,73,1,8610000US01079,2772,14,2017,1079
45,1080,911,49844,2802,521.9,Three Rivers,MA,Massachusetts,42.18206,-72.36564,230,528,1,8610000US01080,16099,42,2017,1080
46,1081,734,50465,1941,45.2,Wales,MA,Massachusetts,42.06234,-72.23094,234,58,1,8610000US01081,2775,16,2017,1081
47,1082,4455,51768,10586,86.4,Ware,MA,Massachusetts,42.2948,-72.27776,237,1891,1,8610000US01082,74710,161,2017,1082
48,1083,1115,65547,2986,70.8,Warren,MA,Massachusetts,42.20382,-72.19496,243,240,1,8610000US01083,12990,38,2017,1083
49,1084,74,90625,174,7.4,West Chesterfield,MA,Massachusetts,42.39038,-72.88089000000001,247,37,1,8610000US01084,1572,4,2017,1084
50,1085,15542,62423,41942,265.9,Westfield,MA,Massachusetts,42.15371,-72.76958,248,13980,1,8610000US01085,623786,868,2017,1085
51,1086,0,62423,372,7144.9,Westfield,MA,Massachusetts,42.1304,-72.79397,257,654,1,8610000US01086,24635,16,2017,1086
52,1088,211,51406,416,49.8,West Hatfield,MA,Massachusetts,42.3901,-72.6478,256,327,1,8610000US01088,13160,32,2017,1088
53,1089,11971,51735,28666,655.3,West Springfield,MA,Massachusetts,42.12534,-72.65026999999999,265,16824,1,8610000US01089,656626,971,2017,1089
54,1092,445,75799,1425,80.2,West Warren,MA,Massachusetts,42.19972,-72.23727,275,62,1,8610000US01092,2275,16,2017,1092
55,1093,141,103750,283,24.9,Whately,MA,Massachusetts,42.43439,-72.65304,278,686,1,8610000US01093,32260,31,2017,1093
56,1095,5266,104128,14690,245.8,Wilbraham,MA,Massachusetts,42.127629999999996,-72.42994,282,4142,1,8610000US01095,149056,292,2017,1095
57,1096,1034,77083,2695,27.0,Williamsburg,MA,Massachusetts,42.4042,-72.76817,290,357,1,8610000US01096,13204,48,2017,1096
58,1098,556,76563,1196,13.6,Worthington,MA,Massachusetts,42.3946,-72.94242,295,106,1,8610000US01098,4264,19,2017,1098
59,1103,1418,16720,2389,2080.0,Springfield,MA,Massachusetts,42.104,-72.59204,305,6563,1,8610000US01103,296243,450,2017,1103
60,1104,8989,30053,23876,1692.5,Springfield,MA,Massachusetts,42.134029999999996,-72.56681,313,15485,1,8610000US01104,932503,510,2017,1104
61,1105,4831,17569,11957,3836.5,Springfield,MA,Massachusetts,42.09916,-72.57898,321,6179,1,8610000US01105,231848,268,2017,1105
62,1106,5822,111231,16022,667.1,Longmeadow,MA,Massachusetts,42.047909999999995,-72.57176,329,3816,1,8610000US01106,130059,275,2017,1106
63,1107,3825,26772,11582,2974.5,Springfield,MA,Massachusetts,42.12129,-72.6055,335,2703,1,8610000US01107,176980,145,2017,1107
64,1108,9899,38499,27850,2766.1,Springfield,MA,Massachusetts,42.08055,-72.55983,342,2480,1,8610000US01108,72621,254,2017,1108
65,1109,9591,35191,29903,2145.9,Springfield,MA,Massachusetts,42.11837,-72.54875,347,7789,1,8610000US01109,218561,292,2017,1109
66,1118,5701,61112,14980,1511.0,Springfield,MA,Massachusetts,42.09476,-72.52534,362,1467,1,8610000US01118,48606,128,2017,1118
67,1119,4822,47439,13626,1539.2,Springfield,MA,Massachusetts,42.12455,-72.51122,369,3975,1,8610000US01119,116139,158,2017,1119
68,1128,1097,65977,2672,911.2,Springfield,MA,Massachusetts,42.094879999999996,-72.48814,374,764,1,8610000US01128,18882,49,2017,1128
69,1129,2787,63895,6762,790.8,Springfield,MA,Massachusetts,42.12099,-72.48774,379,2560,1,8610000US01129,60306,158,2017,1129
70,1151,3243,40360,8807,1417.7,Indian Orchard,MA,Massachusetts,42.15294,-72.50877,394,1661,1,8610000US01151,84147,136,2017,1151
71,1201,19953,47614,44607,339.2,Pittsfield,MA,Massachusetts,42.44993,-73.27644000000001,401,24666,1,8610000US01201,1279620,1295,2017,1201
72,1220,3768,49777,8209,135.1,Adams,MA,Massachusetts,42.62372,-73.11718,415,1453,1,8610000US01220,63450,156,2017,1220
73,1222,348,74583,810,96.8,Ashley Falls,MA,Massachusetts,42.05898,-73.32078,421,43,1,8610000US01222,1970,15,2017,1222
74,1223,1028,77857,2402,12.8,Becket,MA,Massachusetts,42.31176,-73.0994,423,226,1,8610000US01223,12364,42,2017,1223
75,1224,124,38446,210,252.6,Berkshire,MA,Massachusetts,42.50662,-73.19745999999999,425,17,1,8610000US01224,860,4,2017,1224
76,1225,1404,61512,3135,47.9,Cheshire,MA,Massachusetts,42.562670000000004,-73.15484000000001,427,380,1,8610000US01225,16917,54,2017,1225
77,1226,2970,61063,6782,101.7,Dalton,MA,Massachusetts,42.48168,-73.13991999999999,433,1379,1,8610000US01226,73595,122,2017,1226
78,1229,48,29000,70,50.0,Glendale,MA,Massachusetts,42.27799,-73.33204,440,6,1,8610000US01229,993,4,2017,1229
79,1230,3398,65214,8542,35.6,Great Barrington,MA,Massachusetts,42.18476,-73.34368,432,4346,1,8610000US01230,187495,428,2017,1230
80,1235,1196,63000,2640,23.4,Hinsdale,MA,Massachusetts,42.42975,-73.07240999999999,449,134,1,8610000US01235,6653,47,2017,1235
81,1236,427,57014,1140,121.3,Housatonic,MA,Massachusetts,42.26658,-73.3767,452,471,1,8610000US01236,15724,40,2017,1236
82,1237,970,84615,2580,15.6,Lanesborough,MA,Massachusetts,42.54971,-73.26265,456,1544,1,8610000US01237,35591,115,2017,1237
83,1238,2351,67708,5903,67.0,Lee,MA,Massachusetts,42.29522,-73.22879,462,2957,1,8610000US01238,94615,278,2017,1238
84,1240,2201,68948,4441,81.9,Lenox,MA,Massachusetts,42.37208,-73.27646,469,3658,1,8610000US01240,120359,247,2017,1240
85,1242,173,81172,471,369.1,Lenox Dale,MA,Massachusetts,42.33328,-73.24920999999999,476,130,1,8610000US01242,4264,16,2017,1242
86,1243,164,71979,257,6.9,Middlefield,MA,Massachusetts,42.351459999999996,-73.02322,479,28,1,8610000US01243,795,6,2017,1243
87,1245,405,69821,809,13.6,Monterey,MA,Massachusetts,42.188179999999996,-73.21891,475,82,1,8610000US01245,3620,19,2017,1245
88,1247,6848,40928,15573,118.2,North Adams,MA,Massachusetts,42.69546,-73.07996,482,4417,1,8610000US01247,154511,334,2017,1247
89,1253,365,74554,672,15.4,Otis,MA,Massachusetts,42.211870000000005,-73.11616,491,123,1,8610000US01253,3267,32,2017,1253
90,1254,471,92083,1014,25.7,Richmond,MA,Massachusetts,42.37982,-73.36545,495,59,1,8610000US01254,4472,31,2017,1254
91,1255,326,68636,972,6.8,Sandisfield,MA,Massachusetts,42.108340000000005,-73.1229,497,128,1,8610000US01255,4593,19,2017,1255
92,1256,321,55375,719,7.5,Savoy,MA,Massachusetts,42.596270000000004,-73.01957,496,13,1,8610000US01256,756,6,2017,1256
93,1257,1014,59500,2003,22.6,Sheffield,MA,Massachusetts,42.09701,-73.36886,501,1117,1,8610000US01257,53549,115,2017,1257
94,1258,195,57917,489,5.6,South Egremont,MA,Massachusetts,42.10257,-73.46175,506,454,1,8610000US01258,6801,28,2017,1258
95,1259,262,62727,528,9.7,Southfield,MA,Massachusetts,42.07553,-73.23564,507,122,1,8610000US01259,5796,29,2017,1259
96,1260,131,112756,481,36.9,South Lee,MA,Massachusetts,42.29587,-73.34517,513,371,1,8610000US01260,19980,10,2017,1260
97,1262,557,36042,1066,39.7,Stockbridge,MA,Massachusetts,42.29354,-73.31770999999999,512,1470,1,8610000US01262,56681,80,2017,1262
98,1266,583,74107,1369,21.7,West Stockbridge,MA,Massachusetts,42.30802,-73.38405,522,143,1,8610000US01266,6677,44,2017,1266
99,1267,2405,78068,7955,56.6,Williamstown,MA,Massachusetts,42.67197,-73.23904,526,3394,1,8610000US01267,183131,200,2017,1267
100,1270,342,80000,770,9.4,Windsor,MA,Massachusetts,42.514920000000004,-73.04125,533,22,1,8610000US01270,995,8,2017,1270
101,1301,7995,48477,17713,268.1,Greenfield,MA,Massachusetts,42.62406,-72.60401,535,8465,1,8610000US01301,327405,543,2017,1301
102,1330,632,74167,1367,17.5,Ashfield,MA,Massachusetts,42.51377,-72.81395,546,148,1,8610000US01330,3261,33,2017,1330
103,1331,5403,53733,13383,96.2,Athol,MA,Massachusetts,42.56728,-72.18293,550,3294,1,8610000US01331,121344,211,2017,1331
104,1337,1101,66085,2498,26.9,Bernardston,MA,Massachusetts,42.695029999999996,-72.57711,557,388,1,8610000US01337,12663,47,2017,1337
105,1338,73,57750,127,20.9,Buckland,MA,Massachusetts,42.57358,-72.82134,562,72,1,8610000US01338,3808,16,2017,1338
106,1339,601,55313,1428,10.1,Charlemont,MA,Massachusetts,42.60801,-72.89005999999999,561,344,1,8610000US01339,8655,28,2017,1339
107,1340,722,53125,1808,15.0,Colrain,MA,Massachusetts,42.68319,-72.71797,568,123,1,8610000US01340,4272,18,2017,1340
108,1341,692,101023,1836,19.8,Conway,MA,Massachusetts,42.50447,-72.70514,571,120,1,8610000US01341,4573,22,2017,1341
109,1342,563,106146,1439,32.3,Deerfield,MA,Massachusetts,42.544509999999995,-72.60591,574,902,1,8610000US01342,38276,29,2017,1342
110,1344,602,70109,1459,42.5,Erving,MA,Massachusetts,42.60777,-72.42882,577,269,1,8610000US01344,12519,20,2017,1344
111,1346,189,60208,427,9.6,Heath,MA,Massachusetts,42.68892,-72.817,581,10,1,8610000US01346,277,4,2017,1346
112,1349,462,61630,1292,54.8,Millers Falls,MA,Massachusetts,42.57271,-72.48329,583,30,1,8610000US01349,651,7,2017,1349
113,1351,999,82548,2099,41.9,Montague,MA,Massachusetts,42.54282,-72.51905,585,108,1,8610000US01351,3443,31,2017,1351
114,1354,583,69226,1608,42.1,Gill,MA,Massachusetts,42.63366,-72.51108,589,287,1,8610000US01354,8101,22,2017,1354
115,1355,392,70313,949,7.2,New Salem,MA,Massachusetts,42.452890000000004,-72.33044,588,57,1,8610000US01355,2182,18,2017,1355
116,1360,1214,69028,2997,34.2,Northfield,MA,Massachusetts,42.67575,-72.44594000000001,593,770,1,8610000US01360,36475,49,2017,1360
117,1364,3185,43413,7785,78.4,Orange,MA,Massachusetts,42.61292,-72.29241,599,1284,1,8610000US01364,51173,133,2017,1364
118,1366,493,65529,1269,12.2,Petersham,MA,Massachusetts,42.480540000000005,-72.18777,605,60,1,8610000US01366,1316,30,2017,1366
119,1367,231,55469,595,7.6,Rowe,MA,Massachusetts,42.6958,-72.91185,607,73,1,8610000US01367,5310,7,2017,1367
120,1368,528,72813,1170,11.6,Royalston,MA,Massachusetts,42.680820000000004,-72.18602,609,38,1,8610000US01368,671,8,2017,1368
121,1370,1853,54036,4041,31.6,Shelburne Falls,MA,Massachusetts,42.59655,-72.72864,610,541,1,8610000US01370,15261,115,2017,1370
122,1373,1850,74022,4634,73.5,South Deerfield,MA,Massachusetts,42.47292,-72.61561999999999,616,2938,1,8610000US01373,155722,146,2017,1373
123,1375,1597,54886,3659,100.0,Sunderland,MA,Massachusetts,42.465109999999996,-72.55461,624,640,1,8610000US01375,36463,50,2017,1375
124,1376,2375,43750,5123,735.1,Turners Falls,MA,Massachusetts,42.59533,-72.55579,629,1582,1,8610000US01376,69194,103,2017,1376
125,1378,338,57885,773,8.8,Warwick,MA,Massachusetts,42.6748,-72.34581,636,3,1,8610000US01378,135,4,2017,1378
126,1379,384,43500,830,10.4,Wendell,MA,Massachusetts,42.55285,-72.40252,638,21,1,8610000US01379,316,11,2017,1379
127,1420,14828,51412,40737,513.7,Fitchburg,MA,Massachusetts,42.58578,-71.81662,639,10607,1,8610000US01420,384241,767,2017,1420
128,1430,2024,85064,6253,63.6,Ashburnham,MA,Massachusetts,42.66019,-71.92369000000001,651,693,1,8610000US01430,27072,98,2017,1430
129,1431,1106,95833,3215,50.2,Ashby,MA,Massachusetts,42.676520000000004,-71.82323000000001,653,165,1,8610000US01431,7159,58,2017,1431
130,1432,3387,79750,7762,323.1,Ayer,MA,Massachusetts,42.56467,-71.57139000000001,656,4117,1,8610000US01432,234107,240,2017,1432
131,1434,191,50547,1875,131.3,Devens,MA,Massachusetts,42.538540000000005,-71.6115,662,3060,1,8610000US01434,211385,76,2017,1434
132,1436,1229,60156,3392,134.3,Baldwinville,MA,Massachusetts,42.605470000000004,-72.08848,669,546,1,8610000US01436,25738,35,2017,1436
133,1438,229,74142,711,398.2,East Templeton,MA,Massachusetts,42.5618,-72.0317,674,217,1,8610000US01438,10652,18,2017,1438
134,1440,8254,48915,20555,326.9,Gardner,MA,Massachusetts,42.587379999999996,-71.98648,677,7163,1,8610000US01440,285640,409,2017,1440
135,1450,4101,123918,11301,125.4,Groton,MA,Massachusetts,42.61368,-71.56142,684,1961,1,8610000US01450,82693,205,2017,1450
136,1451,1645,143625,4625,95.8,Harvard,MA,Massachusetts,42.50124,-71.57378,694,848,1,8610000US01451,50779,141,2017,1451
137,1452,1682,93387,4642,41.2,Hubbardston,MA,Massachusetts,42.48379,-72.00514,715,294,1,8610000US01452,11093,51,2017,1452
138,1453,16563,57610,41579,554.3,Leominster,MA,Massachusetts,42.51863,-71.76138,698,18768,1,8610000US01453,738464,1134,2017,1453
139,1460,3440,119177,9935,208.6,Littleton,MA,Massachusetts,42.53501,-71.4891,706,8168,1,8610000US01460,678779,324,2017,1460
140,1462,4171,97775,11271,147.4,Lunenburg,MA,Massachusetts,42.58968,-71.7199,720,2075,1,8610000US01462,96857,224,2017,1462
141,1463,4346,90029,12083,196.6,Pepperell,MA,Massachusetts,42.67127,-71.60426,726,1252,1,8610000US01463,51315,230,2017,1463
142,1464,2426,67541,7598,185.9,Shirley,MA,Massachusetts,42.57331,-71.64837,730,1442,1,8610000US01464,70700,122,2017,1464
143,1467,163,98036,363,64.6,Still River,MA,Massachusetts,42.48772,-71.61729,736,32,1,8610000US01467,1246,8,2017,1467
144,1468,1891,64872,4024,72.5,Templeton,MA,Massachusetts,42.55208,-72.06894,738,301,1,8610000US01468,11861,57,2017,1468
145,1469,2683,84489,7632,115.3,Townsend,MA,Massachusetts,42.66673,-71.69396,743,1385,1,8610000US01469,51020,132,2017,1469
146,1473,2832,100071,7665,79.3,Westminster,MA,Massachusetts,42.55122,-71.90266,751,1270,1,8610000US01473,57660,168,2017,1473
147,1474,715,84851,1823,82.6,West Townsend,MA,Massachusetts,42.667840000000005,-71.75220999999999,758,100,1,8610000US01474,3935,29,2017,1474
148,1475,3889,64539,10798,92.5,Winchendon,MA,Massachusetts,42.66667,-72.04899,761,1135,1,8610000US01475,36404,140,2017,1475
149,1501,6642,74576,16549,401.4,Auburn,MA,Massachusetts,42.1972,-71.84534000000001,767,11481,1,8610000US01501,504905,618,2017,1501
150,1503,1151,97417,3144,85.3,Berlin,MA,Massachusetts,42.38378,-71.63551,774,432,1,8610000US01503,17571,92,2017,1503
151,1504,3438,80260,9246,313.7,Blackstone,MA,Massachusetts,42.0399,-71.53121999999999,779,898,1,8610000US01504,31672,140,2017,1504
152,1505,1713,97074,4581,104.7,Boylston,MA,Massachusetts,42.35633,-71.72123,784,1434,1,8610000US01505,73572,124,2017,1505
153,1506,1421,64219,3431,84.3,Brookfield,MA,Massachusetts,42.19365,-72.10441,791,165,1,8610000US01506,4831,46,2017,1506
154,1507,4889,93921,13482,118.8,Charlton,MA,Massachusetts,42.135090000000005,-71.96803,796,2961,1,8610000US01507,152541,247,2017,1507
155,1510,5586,68362,13899,929.2,Clinton,MA,Massachusetts,42.4119,-71.68881999999999,807,3392,1,8610000US01510,167655,260,2017,1510
156,1515,828,80234,2159,85.4,East Brookfield,MA,Massachusetts,42.20328,-72.0467,814,338,1,8610000US01515,13179,44,2017,1515
157,1516,3151,94531,8794,89.3,Douglas,MA,Massachusetts,42.05284,-71.75092,818,702,1,8610000US01516,28412,121,2017,1516
158,1518,1397,58438,3919,129.3,Fiskdale,MA,Massachusetts,42.123490000000004,-72.11861,823,647,1,8610000US01518,25420,69,2017,1518
159,1519,2468,106250,6741,233.3,Grafton,MA,Massachusetts,42.2011,-71.68019,829,1405,1,8610000US01519,65665,104,2017,1519
160,1520,5420,99674,15645,298.9,Holden,MA,Massachusetts,42.335359999999994,-71.85284,834,3128,1,8610000US01520,126122,276,2017,1520
161,1521,951,78348,2539,78.0,Holland,MA,Massachusetts,42.06012,-72.16592,841,63,1,8610000US01521,1825,22,2017,1521
162,1522,1239,104508,3176,78.0,Jefferson,MA,Massachusetts,42.381370000000004,-71.86913,844,118,1,8610000US01522,4322,36,2017,1522
163,1523,2245,104630,7749,116.2,Lancaster,MA,Massachusetts,42.47971,-71.67844000000001,848,2747,1,8610000US01523,131000,134,2017,1523
164,1524,2597,64135,6902,161.8,Leicester,MA,Massachusetts,42.24923,-71.91983,856,1342,1,8610000US01524,39520,108,2017,1524
165,1525,94,64135,400,249.5,Linwood,MA,Massachusetts,42.10683,-71.63235999999999,861,169,1,8610000US01525,6594,20,2017,1525
166,1527,5330,74713,13630,328.3,Millbury,MA,Massachusetts,42.19218,-71.77416,868,4524,1,8610000US01527,163904,312,2017,1527
167,1529,1158,90500,3242,253.2,Millville,MA,Massachusetts,42.03905,-71.57766,875,123,1,8610000US01529,4013,33,2017,1529
168,1531,425,84432,1298,18.6,New Braintree,MA,Massachusetts,42.31929,-72.12795,878,37,1,8610000US01531,1934,17,2017,1531
169,1532,5278,111875,14985,295.9,Northborough,MA,Massachusetts,42.32315,-71.64621,880,8230,1,8610000US01532,379339,518,2017,1532
170,1534,2236,89348,6311,248.2,Northbridge,MA,Massachusetts,42.14043,-71.643,890,954,1,8610000US01534,43861,80,2017,1534
171,1535,1818,73133,4764,85.0,North Brookfield,MA,Massachusetts,42.2695,-72.07795,894,803,1,8610000US01535,34811,81,2017,1535
172,1536,2759,105283,7786,319.0,North Grafton,MA,Massachusetts,42.23236,-71.69100999999999,900,2270,1,8610000US01536,139124,148,2017,1536
173,1537,880,74883,2289,124.3,North Oxford,MA,Massachusetts,42.161570000000005,-71.89148,906,892,1,8610000US01537,42900,77,2017,1537
174,1540,4323,68865,11484,225.4,Oxford,MA,Massachusetts,42.11634,-71.85733,915,4590,1,8610000US01540,279157,226,2017,1540
175,1541,1279,128006,3443,37.2,Princeton,MA,Massachusetts,42.45649,-71.88128,922,1299,1,8610000US01541,18336,69,2017,1541
176,1542,828,100000,2314,211.2,Rochdale,MA,Massachusetts,42.20187,-71.91079,927,398,1,8610000US01542,20357,30,2017,1542
177,1543,2904,100962,8586,87.7,Rutland,MA,Massachusetts,42.38482,-71.96727,930,1035,1,8610000US01543,39171,116,2017,1543
178,1545,12853,101229,36666,657.0,Shrewsbury,MA,Massachusetts,42.28423,-71.71554,934,11740,1,8610000US01545,533382,818,2017,1545
179,1550,6926,50202,16894,319.0,Southbridge,MA,Massachusetts,42.060390000000005,-72.03376999999999,940,4990,1,8610000US01550,229396,321,2017,1550
180,1560,1712,85390,4401,490.7,South Grafton,MA,Massachusetts,42.17496,-71.67756,950,339,1,8610000US01560,17047,61,2017,1560
181,1561,85,85390,294,1033.6,South Lancaster,MA,Massachusetts,42.44395,-71.6855,954,513,1,8610000US01561,17130,24,2017,1561
182,1562,4969,65386,11913,137.4,Spencer,MA,Massachusetts,42.24715,-71.99189,957,2736,1,8610000US01562,115649,223,2017,1562
183,1564,2692,102500,8052,98.5,Sterling,MA,Massachusetts,42.44124,-71.77297,963,2309,1,8610000US01564,103031,195,2017,1564
184,1566,2220,95800,5618,85.7,Sturbridge,MA,Massachusetts,42.1024,-72.08116,970,3558,1,8610000US01566,120221,238,2017,1566
185,1568,2725,119115,7762,134.6,Upton,MA,Massachusetts,42.17702,-71.60467,977,768,1,8610000US01568,31266,157,2017,1568
186,1569,4817,94809,13939,180.2,Uxbridge,MA,Massachusetts,42.05873,-71.63708000000001,982,3145,1,8610000US01569,154400,275,2017,1569
187,1570,6734,52107,16971,523.9,Webster,MA,Massachusetts,42.05206,-71.8485,989,6624,1,8610000US01570,290280,367,2017,1570
188,1571,3873,64281,11682,211.1,Dudley,MA,Massachusetts,42.055009999999996,-71.93519,996,2438,1,8610000US01571,97446,175,2017,1571
189,1581,6682,107604,18982,342.4,Westborough,MA,Massachusetts,42.268159999999995,-71.61402,1002,24728,1,8610000US01581,1796472,972,2017,1581
190,1583,2055,73463,7676,232.3,West Boylston,MA,Massachusetts,42.37025,-71.78499000000001,1010,2658,1,8610000US01583,105838,250,2017,1583
191,1585,1887,66317,4574,68.8,West Brookfield,MA,Massachusetts,42.24152,-72.16193,1017,774,1,8610000US01585,29869,86,2017,1585
192,1588,3739,66607,9775,436.5,Whitinsville,MA,Massachusetts,42.11992,-71.66955,1022,3094,1,8610000US01588,122158,218,2017,1588
193,1590,3341,101315,9385,107.0,Sutton,MA,Massachusetts,42.13395,-71.75086999999999,1030,1987,1,8610000US01590,99209,174,2017,1590
194,1602,9666,64808,23854,1527.5,Worcester,MA,Massachusetts,42.27223,-71.84951,1035,2848,1,8610000US01602,97627,321,2017,1602
195,1603,7203,42259,19336,1704.2,Worcester,MA,Massachusetts,42.24406,-71.84445,1044,6759,1,8610000US01603,238322,410,2017,1603
196,1604,14447,50487,37468,2079.6,Worcester,MA,Massachusetts,42.251459999999994,-71.76773,1051,10067,1,8610000US01604,377701,720,2017,1604
197,1605,10657,37703,28820,1794.7,Worcester,MA,Massachusetts,42.28947,-71.78751,1066,23359,1,8610000US01605,1540759,602,2017,1605
198,1606,8129,65135,19729,1242.5,Worcester,MA,Massachusetts,42.314440000000005,-71.79556,1067,9619,1,8610000US01606,426514,449,2017,1606
199,1607,3694,43500,8583,1019.5,Worcester,MA,Massachusetts,42.22748,-71.78877,1074,3365,1,8610000US01607,123201,145,2017,1607
200,1608,1639,20578,3639,3354.3,Worcester,MA,Massachusetts,42.26185,-71.80162,1083,13397,1,8610000US01608,818876,529,2017,1608
201,1609,7401,42903,21142,2265.6,Worcester,MA,Massachusetts,42.28645,-71.82895,1091,11233,1,8610000US01609,409440,536,2017,1609
202,1610,8114,31003,23040,4352.1,Worcester,MA,Massachusetts,42.24674,-71.80966,1099,9459,1,8610000US01610,337634,355,2017,1610
203,1611,877,81830,2241,251.5,Cherry Valley,MA,Massachusetts,42.23829,-71.87725999999999,1106,316,1,8610000US01611,10535,34,2017,1611
204,1612,1558,95595,4870,122.2,Paxton,MA,Massachusetts,42.31035,-71.93077,1109,867,1,8610000US01612,24453,76,2017,1612
205,1701,12587,105940,32570,710.4,Framingham,MA,Massachusetts,42.321740000000005,-71.43817,1122,28506,1,8610000US01701,2361006,1231,2017,1701
206,1702,15244,52746,39149,1775.8,Framingham,MA,Massachusetts,42.28217,-71.43387,1131,14460,1,8610000US01702,977806,905,2017,1702
207,1719,2288,101077,5794,187.5,Boxborough,MA,Massachusetts,42.48836,-71.51782,1144,4491,1,8610000US01719,689538,135,2017,1719
208,1720,8476,133075,22684,418.4,Acton,MA,Massachusetts,42.48417,-71.43805,1152,8756,1,8610000US01720,493677,722,2017,1720
209,1721,6689,120309,17576,519.3,Ashland,MA,Massachusetts,42.257290000000005,-71.46866,1159,4742,1,8610000US01721,199073,412,2017,1721
210,1730,5240,125208,14053,372.6,Bedford,MA,Massachusetts,42.496970000000005,-71.27834,1167,17591,1,8610000US01730,1728981,535,2017,1730
211,1731,540,93276,2061,680.4,Hanscom Afb,MA,Massachusetts,42.45675,-71.27951999999999,1176,294,1,8610000US01731,27059,29,2017,1731
212,1740,1686,151618,5236,94.8,Bolton,MA,Massachusetts,42.43616,-71.60728,1179,1104,1,8610000US01740,60239,123,2017,1740
213,1741,1773,170703,5186,122.6,Carlisle,MA,Massachusetts,42.53001,-71.35128,1185,529,1,8610000US01741,33922,109,2017,1741
214,1742,6741,137547,19350,280.1,Concord,MA,Massachusetts,42.46225,-71.36424,1189,11234,1,8610000US01742,820297,808,2017,1742
215,1745,157,123992,588,384.1,Fayville,MA,Massachusetts,42.29204,-71.5013,1195,126,1,8610000US01745,9528,15,2017,1745
216,1746,5171,118933,14634,280.4,Holliston,MA,Massachusetts,42.19775,-71.44499,1198,5266,1,8610000US01746,343283,394,2017,1746
217,1747,2232,101761,5951,441.0,Hopedale,MA,Massachusetts,42.1248,-71.53508000000001,1206,1998,1,8610000US01747,126064,163,2017,1747
218,1748,5614,151357,17178,219.7,Hopkinton,MA,Massachusetts,42.2255,-71.53779,1213,15695,1,8610000US01748,2061827,467,2017,1748
219,1749,7708,83765,19868,638.5,Hudson,MA,Massachusetts,42.38868,-71.54647,1222,8329,1,8610000US01749,408528,553,2017,1749
220,1752,15529,75418,39776,712.4,Marlborough,MA,Massachusetts,42.3494,-71.54681,1230,36513,1,8610000US01752,3668910,1496,2017,1752
221,1754,4274,95833,10600,749.0,Maynard,MA,Massachusetts,42.4264,-71.45612,1240,2720,1,8610000US01754,279935,277,2017,1754
222,1756,2064,125816,6068,126.9,Mendon,MA,Massachusetts,42.09302,-71.55148,1246,1111,1,8610000US01756,41934,144,2017,1756
223,1757,11086,75976,28862,727.4,Milford,MA,Massachusetts,42.15678,-71.51911,1252,16454,1,8610000US01757,1104875,865,2017,1757
224,1760,14157,106332,35763,854.3,Natick,MA,Massachusetts,42.28434,-71.34983000000001,1260,20994,1,8610000US01760,1393527,1335,2017,1760
225,1770,1480,170872,4301,100.7,Sherborn,MA,Massachusetts,42.234140000000004,-71.37532,1267,471,1,8610000US01770,29202,102,2017,1770
226,1772,3246,143375,9486,265.9,Southborough,MA,Massachusetts,42.30144,-71.53041999999999,1271,8231,1,8610000US01772,723587,349,2017,1772
227,1773,2008,153500,4775,144.9,Lincoln,MA,Massachusetts,42.4252,-71.31039,1278,1521,1,8610000US01773,72874,142,2017,1773
228,1775,2627,144766,7098,146.9,Stow,MA,Massachusetts,42.429829999999995,-71.51148,1284,1168,1,8610000US01775,56464,150,2017,1775
229,1776,6226,170945,18940,281.3,Sudbury,MA,Massachusetts,42.38473,-71.4234,1290,5831,1,8610000US01776,319708,549,2017,1776
